URL;Title;Latitude;Longitude;Hote;User ID
https://www.airbnb.fr/rooms/42013916;Beaujolais, chambre privative maison contemporaine - Maisons à louer à Porte des Pierres Dorées, Auvergne-Rhône-Alpes, France - Airbnb;45.96407;4.66128;Patrick;RGVtYW5kVXNlcjozMzI4OTE5MTQ=
https://www.airbnb.fr/rooms/30456932;chambre   près du centre  Villefranche sur Saône - Maisons à louer à Gleize, Auvergne-Rhône-Alpes, France - Airbnb;45.989;4.7072;Marie -Christine;RGVtYW5kVXNlcjo1MDAwNzg5Mw==
https://www.airbnb.fr/rooms/52734747;chambre neuville centre - Appartements à louer à Neuville-sur-Saône, Auvergne-Rhône-Alpes, France - Airbnb;45.87525;4.84179;Camille;RGVtYW5kVXNlcjoyOTgwNzcyOTI=
https://www.airbnb.fr/rooms/21958300;Chambres de ferme rénovée dans lieu calme du Pilat - Maisons à louer à Sainte-Croix-en-Jarez, Auvergne-Rhône-Alpes, France - Airbnb;45.484;4.6598;Isabelle;RGVtYW5kVXNlcjoxNjAzMDEyMDE=
https://www.airbnb.fr/rooms/625252261632191781;Maison Eco Responsable, calme et énergique. - Maisons à louer à L'Isle-d'Abeau, Auvergne-Rhône-Alpes, France - Airbnb;45.60031;5.22447;Fabrice;RGVtYW5kVXNlcjoxMTY2ODQ2NDA=
https://www.airbnb.fr/rooms/50737315;festival jazz nuit, semaine, chambre colocation - Appartements à louer à Vienne, Auvergne-Rhône-Alpes, France - Airbnb;45.52298;4.87382;Veronique;RGVtYW5kVXNlcjoxNDg1ODI0OA==
https://www.airbnb.fr/rooms/1105515118516035926;Chambre à louer - Maisons à louer à Pont-de-Chéruy, Auvergne-Rhône-Alpes, France - Airbnb;45.75413815963191;5.176566060542871;Mourad;RGVtYW5kVXNlcjoxMzg5NDY3NDU=
https://www.airbnb.fr/rooms/16188312;Chambre n°3 chez particulier - Maisons à louer à Saint-Maurice-de-Gourdans, Auvergne-Rhône-Alpes, France - Airbnb;45.82428;5.19463;Dorothée;RGVtYW5kVXNlcjoxMDI2NzMxNTk=
https://www.airbnb.fr/rooms/761631338396267717;Chambre privée à l’etage avec terrasse - Maisons à louer à Ternay, Auvergne-Rhône-Alpes, France - Airbnb;45.6061;4.8133;Alicia;RGVtYW5kVXNlcjo3MzI4NDkxNw==
https://www.airbnb.fr/rooms/570285805410957027;Chambre dans un appartement calme avec bureau - Appartements à louer à Villeurbanne, Auvergne-Rhône-Alpes, France - Airbnb;45.76226;4.8819;Arnaud;RGVtYW5kVXNlcjoxNjI0MTU5ODE=
https://www.airbnb.fr/rooms/1054219680428684396;Un canapé cliclac - Appartements à louer à Lyon, Auvergne-Rhône-Alpes, France - Airbnb;45.73412693792786;4.836870456446578;Mustafa;RGVtYW5kVXNlcjoxNzI1MzA5OA==
https://www.airbnb.fr/rooms/8083667;Chambre privée /Saint Exupéry /Lyon - Maisons à louer à Villette-d'Anthon, Rhône-Alpes, France - Airbnb;45.79472;5.12065;Christian;RGVtYW5kVXNlcjo0MjYxMzg5NA==
https://www.airbnb.fr/rooms/27388460;Chambres dans ferme rénovée dans  massif du Pilat - Maisons à louer à Sainte-Croix-en-Jarez, Auvergne-Rhône-Alpes, France - Airbnb;45.48547;4.65766;Isabelle;RGVtYW5kVXNlcjoxNjAzMDEyMDE=
https://www.airbnb.fr/rooms/42054180;chambre meublée proche de lyon - Maisons à louer à Solaize, Auvergne-Rhône-Alpes, France - Airbnb;45.64681;4.83781;Francoise;RGVtYW5kVXNlcjozMTY2ODM4NDU=
